Fecha,SKU_1,SKU_10,SKU_13,SKU_14,SKU_15,SKU_16,SKU_17,SKU_18,SKU_19,SKU_2,SKU_20,SKU_22,SKU_25,SKU_26,SKU_27,SKU_28,SKU_29,SKU_30,SKU_31,SKU_32,SKU_33,SKU_34,SKU_35,SKU_36,SKU_37,SKU_38,SKU_39,SKU_4,SKU_45,SKU_46,SKU_47,SKU_48,SKU_49,SKU_5,SKU_50,SKU_51,SKU_52,SKU_53,SKU_6,SKU_63,SKU_64,SKU_65,SKU_66,SKU_7,SKU_8,SKU_9
2019-08-01,5882,2474,1289,4846,2838,4415,291,514,900,1874,1298,13996,1397,1326,716,990,3113,1135,2651,3600,1689,1764,3099,2691,4359,10395,19072,908,1499,2196,24111,2047,851,2127,3757,11104,4367,3969,1124,3462,4016,1397,7083,1541,1116,490
2019-09-01,6404,2583,1408,4286,3051,3505,317,592,902,1635,1252,14770,1363,1382,825,996,2492,1008,2546,4019,1313,1844,2583,2243,3101,10579,20154,866,1220,2476,23957,1469,668,2203,3431,9387,3220,3502,765,2408,3970,1607,6147,1707,1408,426
2019-10-01,6186,2459,1467,3974,3322,4210,230,499,893,1990,962,15527,1385,1140,789,1098,2846,1000,2897,3511,1473,1833,2931,2295,3360,8036,18954,886,1445,2314,19902,1535,669,2443,4034,9721,3894,3938,1427,2807,3663,1795,6025,1499,1380,477
2019-11-01,5995,1880,1705,3477,3183,4254,294,543,952,1595,1405,15956,1459,1034,797,1107,2962,1132,2276,3689,1452,1760,2463,2170,3190,8601,20348,757,1383,2319,20930,1916,760,1849,3993,10671,3894,4580,1244,2444,3420,1570,6123,1450,1157,482
2019-12-01,5520,2710,1716,4082,3282,3046,285,539,1041,1912,1439,12925,1358,1462,738,1042,3852,1068,2866,3648,1994,1912,3101,2483,4117,7752,21049,873,1565,2353,20110,1131,842,2194,4376,11195,3460,3351,1416,2440,3916,1599,7129,1651,1363,444
2020-01-01,6720,2980,1864,4006,3205,4763,317,512,1042,1951,1304,15694,1561,1447,788,1184,3701,1085,3067,3723,1752,1905,3090,2873,4112,9699,26147,931,1742,2048,27179,2018,823,2448,4212,11889,4785,4280,1151,3037,4209,1675,6343,1704,1218,515
2020-02-01,7427,3090,1738,3968,3218,4802,310,566,1089,2245,1665,16510,1711,1452,909,1321,3737,1250,2754,5058,1548,1922,3006,2155,4593,9519,22476,694,1874,2745,23780,1961,802,2230,3987,14600,4137,5001,1434,2955,4742,1558,7241,2002,1466,503
2020-03-01,8131,3278,1936,3738,3699,4845,367,608,940,2205,1307,15665,1498,1382,862,1238,4059,1312,3302,4969,1910,2038,3033,2275,4920,10879,26975,1072,1732,2507,25254,1981,827,2516,4155,12267,4186,5300,1405,3276,4431,1868,7701,2010,1497,521
2020-04-01,7202,2836,1716,5045,3652,3999,316,649,1036,2179,1501,17549,1659,1707,971,1273,3420,1310,3179,4654,1792,2029,2756,3065,4596,12666,25148,1020,1577,2703,31107,1946,838,2556,4332,12273,3442,5068,1567,3128,5010,1931,6866,2377,1552,645
2020-05-01,7218,3177,2025,4533,3598,4780,315,574,1097,2456,1315,17215,1972,1368,998,1143,3036,1272,3223,5383,1848,2264,3785,2836,3940,12958,24712,970,1716,3078,26003,2092,781,2373,4601,11271,4494,4817,1491,3122,4158,1676,8546,2125,1425,488
2020-06-01,6383,2827,1817,4224,3573,4847,281,562,970,1874,1532,18590,1634,1438,810,1088,3355,1287,2936,4944,1704,1950,3271,3162,4560,10227,20572,945,1501,2936,24978,1960,867,2291,4369,12647,4370,4272,1413,3160,4124,1730,8290,1932,1448,523
2020-07-01,6974,2717,1844,4313,3074,4559,328,681,913,2243,1263,16039,1372,1288,738,1040,3393,1230,3420,4065,1908,2086,2936,2878,4362,12328,23368,880,1390,2688,21479,1967,809,2042,3984,11735,4267,3981,1377,2887,4109,1696,6597,1949,1383,472
2020-08-01,7830,2731,1532,4555,2982,4520,280,565,1111,1969,1119,13815,1454,1213,909,1128,2887,1080,2742,4226,1788,2117,2921,2280,4511,9515,20757,793,1490,2384,23243,1882,851,2097,2977,11633,3906,4425,1299,2942,4272,1549,6775,1470,1055,485
2020-09-01,6918,2649,1557,4281,3062,3805,310,484,859,2188,1101,14687,1485,1252,851,981,3269,1041,2495,3772,1535,2159,2826,2126,3314,9493,21044,982,1255,2409,23297,1672,713,2128,3493,9630,3770,4541,1424,2985,3822,1403,5971,1819,1125,463
2020-10-01,5744,2941,1315,3982,2894,3877,270,638,1100,1689,1395,14254,1588,1223,821,992,3857,1147,2440,4094,1765,1732,2487,2355,3943,9426,21316,937,1329,2243,23458,2023,606,2471,4047,10500,4311,4546,1154,2770,3597,1688,6083,1839,1471,494
2020-11-01,7093,2334,1826,4677,2641,3855,238,577,872,2014,1253,15556,1544,1358,880,1069,3697,1046,2370,3788,1622,1879,2247,2630,5445,11100,18697,761,1480,2169,22037,1704,770,2347,3699,10212,4100,3820,1235,2760,3323,1464,6361,1558,1069,507
2020-12-01,6227,3447,2025,4151,3464,4435,226,574,971,1930,1389,14845,1206,1452,910,1079,3269,1049,2484,3925,1434,1989,3437,2033,4867,8449,25118,933,1527,2727,21728,1850,817,2556,3027,12378,3433,4396,1193,3330,4739,1342,5944,1671,1281,459
2021-01-01,6034,2680,1813,3464,3173,4519,324,589,1042,2277,1343,17351,1476,1446,946,1182,3498,1197,3144,4140,1631,1984,3367,2248,4183,9667,24057,880,1618,2382,25953,2105,748,2920,4454,11717,4461,5273,1305,3455,4245,1631,7191,1886,1440,469
2021-02-01,7596,2929,1576,4730,3897,4757,258,605,1095,2624,1624,16390,1654,1479,940,1250,3408,1166,3588,4311,1880,2124,3371,2948,4604,12692,28621,1009,1734,3079,24792,1698,811,2412,4475,10578,3730,4169,1429,2669,4498,1915,8097,2196,1584,550
2021-03-01,7747,3129,1744,5062,3518,4873,355,606,994,2420,1405,16899,1635,1468,1112,1287,4153,1288,3195,4270,1939,2358,3383,2829,4971,12073,25648,969,1564,3089,23033,2292,841,2740,4398,12871,4707,4759,1616,3397,5238,1975,7355,2114,1601,570
2021-04-01,8284,2900,1824,4590,3487,5911,361,676,1176,2152,1238,16609,1833,1361,1038,1203,3304,1283,3138,4438,1699,2345,3349,3061,4911,11837,25560,965,1902,3348,24805,2272,889,2513,4116,12597,4545,5704,1430,2874,5073,1782,7167,1959,1586,535
2021-05-01,7713,2984,1830,4251,3693,4744,320,570,1118,2285,1458,15149,1616,1597,1007,1404,2994,1373,2695,4115,1888,2203,3184,3141,4556,11136,25604,1166,1727,2944,31255,2336,959,2526,4373,11359,4863,5018,1727,3400,4994,2025,7662,1773,1605,543
2021-06-01,8145,2702,1897,4698,3642,5070,335,590,1120,2333,1354,17713,1678,1598,893,1209,3816,1299,3195,5023,1716,2374,3085,2994,3965,11919,23993,1150,1599,2797,24643,1842,810,2848,3552,11218,4127,5858,1542,3028,3899,1626,7120,1949,1445,559
2021-07-01,7195,2969,1774,5147,3538,3732,279,683,1214,2291,1213,15670,1739,1573,979,1119,3787,1150,2688,4124,1670,2000,2636,2640,4267,11464,21501,1027,1562,2455,28617,2065,884,2252,4685,12273,4442,4558,1486,2813,4636,1683,5821,1752,1422,539
2021-08-01,5496,2667,1575,3154,3267,4142,335,602,828,2131,1196,15554,1509,1401,746,1256,3796,1073,2743,4019,1480,1999,3001,2720,4084,10104,22965,822,1410,2784,26001,2063,654,2561,4193,10085,3770,3958,1366,2771,4361,1694,6984,1643,1336,532
2021-09-01,6995,2820,1692,4472,3204,4026,266,541,1030,2652,1177,15444,1134,1312,1080,1269,3098,1133,2813,3791,1529,2185,2644,2444,4467,9081,21399,941,1594,2336,22892,1888,762,2296,3586,9770,3089,4240,1287,3063,4150,1740,7055,1611,1331,541
2021-10-01,6520,2813,1971,4090,3016,3873,274,643,879,1997,1329,15027,1542,1401,821,1110,3160,1338,3004,3747,1701,1853,2744,2372,3480,10594,20548,813,1466,2576,22149,1637,716,2257,3845,10481,3961,4504,1233,2953,3739,1461,5982,1738,1506,532
2021-11-01,7175,2903,1709,3767,3477,4555,288,541,970,2104,1192,14919,1752,1578,777,1177,3472,1177,2906,3685,1667,2293,2375,2481,4125,10658,18643,947,1748,2378,26197,1536,733,2474,3853,10186,3824,3519,1315,3269,4354,1702,6464,1656,1261,428
2021-12-01,6762,2720,1879,3432,3331,4983,319,643,958,2345,1250,15161,1736,1464,839,1066,3704,1083,2690,4600,1781,1881,3288,2589,3950,9999,24866,1082,1775,2708,29249,1696,748,2420,4379,10992,4285,4239,1133,3190,4401,1780,6507,1635,1216,469
2022-01-01,6574,3062,2016,4305,2664,4388,315,574,1016,2529,1409,16957,1744,1612,859,1357,3264,1165,3367,3843,1567,2117,3493,2596,4524,11344,24029,976,1811,2868,27252,2020,833,2506,4238,12589,4223,4530,1503,3566,5154,1985,7560,1901,1654,506
2022-02-01,8019,3353,1845,4390,3562,4300,376,637,937,2399,1560,17217,1803,1484,985,1197,3682,1463,3286,4766,1833,2335,3529,2988,4584,11956,23665,1024,1761,2852,26611,1938,877,2110,4837,12650,3915,5431,1260,3310,4860,1860,7394,2149,1591,542
2022-03-01,7936,3357,1738,5031,4075,5283,296,684,1015,2517,1386,19535,1820,1621,946,1150,3834,1399,2674,4844,1858,2361,3505,2959,4773,12409,26183,1202,1857,2986,28615,2287,966,2848,4854,11864,4386,5031,1548,3365,4680,2011,7119,1876,1638,580
2022-04-01,8139,2857,2200,4805,4493,4680,333,712,1293,2448,1465,16567,1629,1505,827,1379,4131,1381,3223,4884,1957,2062,3314,2811,4746,12071,28040,956,1715,3194,24555,2285,965,2425,4870,11323,5676,5835,1487,3515,5226,2098,7574,2247,1431,492
2022-05-01,8331,3099,2295,5088,3902,4655,284,606,905,2473,1601,15452,1744,1506,1188,1525,3593,1584,3511,4738,2030,2457,3579,2652,5219,12822,23545,1069,2017,2708,28269,2030,784,3025,4973,12334,4209,4653,1610,3047,5322,1996,7800,1794,1612,543
2022-06-01,7566,2564,2045,4401,3751,4754,328,596,1050,2468,1312,16508,1887,1373,1030,1374,3670,1482,3300,5059,1828,2465,3289,3095,4912,9480,26019,1136,1849,2963,26043,2121,948,2550,4268,11842,3686,4969,1399,3924,4456,1771,7233,2087,1554,553
2022-07-01,6616,3091,2091,4665,4071,5251,308,561,1155,1993,1241,16526,1613,1652,941,960,3207,1221,2644,4358,1661,2113,2860,3103,4515,9510,27297,1015,1773,3227,20324,2065,899,2668,4201,11755,4619,4141,1321,2882,5457,2041,6800,1868,1599,524
2022-08-01,7063,2940,1834,4708,3240,4238,316,527,1142,2236,1245,15810,1730,1624,925,1118,3720,1187,3058,4191,1742,2153,2618,2688,4930,9908,19527,900,1780,2678,25039,1892,838,2621,4308,13723,4360,3957,1444,2934,4786,1919,7119,1767,1121,539
2022-09-01,6966,2919,1610,3455,2876,4007,322,582,946,2117,1226,17198,1382,1363,947,1192,3368,1154,2504,3637,1917,2081,3193,2566,4482,12136,22240,930,1310,2282,19388,1706,841,2192,4096,9801,3959,3882,1223,2856,5137,1588,7220,1763,1276,549
2022-10-01,6417,2660,1669,3972,3482,4611,319,552,935,1961,1436,18914,1518,1213,914,1117,3135,1163,2783,4187,2273,2076,2102,2542,3816,10029,21978,867,1556,2697,25055,1767,711,2311,3913,12287,3575,4206,1127,3184,4231,1484,6302,1990,1430,499
2022-11-01,6488,2833,1756,4120,2978,4915,353,579,1038,2101,1200,16145,1677,1305,943,1229,3911,1200,3543,4400,1583,2097,2936,2843,4904,13058,24913,843,1498,2478,25984,1876,733,2512,4007,10667,3782,3485,1523,2643,4549,1997,6071,1520,1338,426
2022-12-01,7285,3049,2042,4249,3397,4562,372,621,1034,2254,1289,16361,1700,1575,1004,1273,3720,1219,3029,4152,1844,2154,3294,2696,4923,10914,23509,1100,1486,2611,24004,2004,838,2478,4420,12056,4679,4753,1279,3010,5402,1762,6965,1937,1303,524
2023-01-01,7225,2328,2163,4505,3267,4672,376,597,986,2248,1457,17123,1695,1485,856,1213,3800,1348,3132,3734,1875,2511,2901,2751,4682,11472,27085,1111,1773,2676,28649,1923,812,2362,4079,11229,4142,5202,1438,3152,5243,1910,7234,1977,1287,533
2023-02-01,7585,2995,2123,4428,3879,4932,400,607,1104,2275,1713,16453,1600,1450,939,1346,3465,1483,3259,4719,1857,2217,3131,2885,4209,12004,25870,908,1595,3248,28794,2201,645,2877,4838,12640,4237,4880,1390,3717,4869,1803,7575,1946,1444,560
2023-03-01,8056,2862,1970,4579,3688,5838,369,625,1321,2463,1521,18635,1902,1514,1009,1306,4850,1401,3193,5345,2170,2639,3376,2907,5293,11768,25026,1120,1825,2759,27736,2021,855,2685,4678,13246,4737,5518,1565,3942,4831,2043,8482,1983,1589,571
2023-04-01,9250,2959,2216,4370,3825,5696,423,596,1166,2780,1450,18542,1568,1606,1015,1325,3759,1337,3018,4527,2101,2543,3663,3350,4486,11745,32386,1126,1700,3071,30467,2082,822,3149,4100,13893,4816,5210,1637,3531,4472,1833,8224,2063,1634,591
2023-05-01,7912,3299,1728,4320,3978,5214,399,725,1199,2260,1478,16850,1986,1343,977,1312,3796,1282,3493,4997,1942,2276,3511,2628,4134,11266,27673,1166,1640,2790,29920,2543,887,2899,4710,12812,4744,5438,1663,2924,5602,1982,8166,1955,1546,640
2023-06-01,8300,3085,1739,4340,3792,4438,335,653,1234,2376,1449,16933,1792,1854,1027,1548,3944,1388,3538,4589,2110,2212,3426,2717,4962,11381,28957,957,1735,2774,31133,2229,765,2480,4403,10643,4333,5990,1626,3824,5187,2025,7414,1821,1598,598
2023-07-01,8230,3383,2000,4496,4096,4114,300,602,1069,2281,1376,19439,1538,1515,973,1266,3884,1302,3383,4949,1849,1875,3456,2562,4617,11052,22946,998,1576,2725,28404,2059,727,2670,4567,11930,4478,4916,1568,3076,5100,2044,7277,2319,1417,531
2023-08-01,7581,2631,2034,3850,3877,4929,307,680,1081,2304,1691,15879,1708,1258,869,1070,3780,1237,3598,4721,1626,2050,2779,2431,4629,8852,24179,1026,1664,2733,26536,2317,956,2366,4250,12911,4141,5129,1448,3125,5210,1609,6942,2109,1564,503
2023-09-01,7101,2837,1654,3677,3609,4572,309,608,1178,2164,1437,14938,1832,1410,812,1117,3166,1031,3023,4745,1834,2533,3085,2243,4340,9981,24177,1099,1513,2637,26085,2251,796,2794,3570,11625,4168,4394,1319,3837,4607,1774,8627,2163,1413,493
2023-10-01,6339,3000,2249,4259,3080,3909,339,561,1044,1963,1372,16816,1627,1199,917,1060,3548,1055,3247,4818,1736,1923,3169,2262,4661,10253,25827,921,1565,2781,19737,1622,699,2622,4064,14017,4063,4354,1114,3134,4674,1713,8309,1823,1257,530
2023-11-01,7783,2856,1761,4451,3544,3735,313,478,924,2131,1459,15164,1764,1528,859,1248,3822,1248,3042,4243,1807,2111,3126,2824,4803,11365,22742,1012,1634,2431,22723,1870,709,2280,4609,12580,4172,5020,1212,2854,4849,1920,6681,1720,1641,475
2023-12-01,8595,3135,1688,4813,3985,5152,327,556,1084,2341,1145,16534,1511,1367,942,1129,3636,1213,2722,4533,1858,2261,3261,2933,4628,10369,24613,1031,1739,2959,24137,2157,805,2342,4081,10647,3536,4524,1577,2857,4659,1979,7157,2244,1583,415
